SUBMISSIONYEARQUARTER,PWSID,SERVICE_AREA_TYPE_CODE,IS_PRIMARY_SERVICE_AREA_CODE,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA0310303,RA,Y,11/22/2021,03/20/2025
2025Q1,GA0310304,SU,Y,05/25/2022,03/20/2025
2025Q1,GA0310305,RA,Y,03/28/2023,03/20/2025
2025Q1,GA0310307,RA,Y,12/20/2022,03/20/2025
2025Q1,GA0310308,RA,Y,02/15/2023,03/20/2025
2025Q1,GA0330000,MU,Y,,03/20/2025
2025Q1,GA0330001,MU,Y,,03/20/2025
2025Q1,GA0330002,MU,Y,,03/20/2025
2025Q1,GA0330003,MU,Y,,03/20/2025
2025Q1,GA0330004,MU,Y,,03/20/2025
2025Q1,GA0330005,MF,Y,08/27/2010,06/17/2020
2025Q1,GA0330006,SC,Y,,05/18/2007
2025Q1,GA0330009,SC,,,07/22/1995
2025Q1,GA0330013,SU,Y,,03/14/2002
2025Q1,GA0330017,IA,Y,,03/20/2025
2025Q1,GA0330020,MH,Y,,03/11/1997
2025Q1,GA0330021,ON,Y,,03/26/2024
2025Q1,GA0330022,SC,Y,,09/30/2005
2025Q1,GA0330026,OR,Y,,05/23/2002
2025Q1,GA0330035,IA,Y,,03/20/2025
2025Q1,GA0330036,PA,Y,,12/21/2023
2025Q1,GA0330041,OT,Y,08/24/2015,03/20/2025
2025Q1,GA0330044,MU,Y,,03/20/2025
2025Q1,GA0330049,SU,Y,08/25/2008,03/20/2025
2025Q1,GA0330051,PA,Y,08/25/2008,03/20/2025
2025Q1,GA0330052,OT,Y,05/19/2015,03/20/2025
2025Q1,GA0330054,PA,Y,11/16/2009,03/20/2025
2025Q1,GA0330055,SC,Y,11/29/2010,03/20/2025
2025Q1,GA0330056,ON,Y,11/28/2011,03/20/2025
2025Q1,GA0330058,PA,Y,08/24/2015,03/20/2025
2025Q1,GA0330060,PA,Y,05/18/2010,03/20/2025
2025Q1,GA0330063,OT,Y,08/21/2012,03/20/2025
2025Q1,GA0330064,ON,Y,11/17/2014,03/20/2025
2025Q1,GA0330065,ON,Y,05/19/2015,03/20/2025
2025Q1,GA0330066,OT,Y,02/22/2016,09/27/2023
2025Q1,GA0330067,OA,Y,05/26/2017,03/26/2024
2025Q1,GA0330068,OT,Y,05/04/2018,03/20/2025
2025Q1,GA0330069,RE,Y,05/04/2018,03/20/2025
2025Q1,GA0330071,OT,Y,09/21/2020,03/20/2025
2025Q1,GA0330072,OT,Y,11/22/2021,03/20/2025
2025Q1,GA0350000,MU,Y,,03/20/2025
2025Q1,GA0350001,RA,Y,,07/22/1995
2025Q1,GA0350002,RA,Y,,07/22/1995
2025Q1,GA0350003,PA,Y,,07/22/1995
2025Q1,GA0350004,MP,Y,,03/20/2025
2025Q1,GA0350006,SU,Y,,05/23/2002
2025Q1,GA0350009,OR,Y,,03/20/2025
2025Q1,GA0350011,MP,Y,,12/23/2000
2025Q1,GA0350016,MH,Y,,07/22/1995
2025Q1,GA0350017,MP,Y,,05/26/2017
2025Q1,GA0350024,RS,Y,,07/22/1995
2025Q1,GA0350031,SS,,,07/22/1995
2025Q1,GA0350036,PA,Y,,09/22/2004
2025Q1,GA0350037,PA,Y,,07/22/1995
2025Q1,GA0350038,OA,,,07/22/1995
2025Q1,GA0350039,IA,Y,,07/22/1995
2025Q1,GA0350042,SS,,,07/22/1995
2025Q1,GA0350044,RS,Y,,07/22/1995
2025Q1,GA0350046,RS,Y,,07/22/1995
2025Q1,GA0350047,PA,Y,,03/20/2025
2025Q1,GA0350048,PA,Y,,07/22/1995
2025Q1,GA0350049,PA,Y,,03/20/2025
2025Q1,GA0350050,PA,Y,,03/20/2025
2025Q1,GA0350051,RA,Y,,03/20/2025
2025Q1,GA0350052,RS,Y,,07/22/1995
2025Q1,GA0370000,MU,Y,,03/20/2025
2025Q1,GA0370001,MU,Y,,03/20/2025
2025Q1,GA0370002,MU,Y,,03/20/2025
2025Q1,GA0370003,MU,Y,,03/20/2025
2025Q1,GA0370004,IN,,,07/22/1995
2025Q1,GA0370005,RS,Y,,03/20/2025
2025Q1,GA0370007,OR,Y,08/19/2014,03/20/2025
2025Q1,GA0390000,MU,Y,,03/20/2025
2025Q1,GA0390001,MU,Y,,03/20/2025
2025Q1,GA0390002,MU,Y,,03/20/2025
2025Q1,GA0390003,PA,Y,,03/20/2025
2025Q1,GA0390004,PA,Y,,03/20/2025
2025Q1,GA0390007,IA,Y,,08/21/2012
2025Q1,GA0390008,HR,Y,,05/23/2002
2025Q1,GA0390010,MH,Y,,07/22/1995
2025Q1,GA0390011,RA,Y,,07/22/1995
2025Q1,GA0390012,SU,Y,,11/28/2000
2025Q1,GA0390013,OR,Y,,03/20/2025
2025Q1,GA0390016,RA,,,07/22/1995
2025Q1,GA0390019,RA,,,07/22/1995
2025Q1,GA0390021,RS,,,07/22/1995
2025Q1,GA0390024,PA,Y,,03/20/2025
2025Q1,GA0390027,RS,,,07/22/1995
2025Q1,GA0390028,MP,Y,,07/04/2001
2025Q1,GA0390031,RS,,,07/22/1995
2025Q1,GA0390033,SS,,,07/22/1995
2025Q1,GA0390034,SK,Y,,06/24/2005
2025Q1,GA0390035,SS,,,07/22/1995
2025Q1,GA0390036,SS,,,07/22/1995
2025Q1,GA0390038,RS,,,07/22/1995
2025Q1,GA0390042,MP,Y,,09/30/2005
2025Q1,GA0390043,SU,Y,,03/20/2025
2025Q1,GA0390049,SU,Y,,03/20/2025
2025Q1,GA0290095,PA,Y,,03/20/2025
2025Q1,GA0310236,SU,Y,,03/20/2025
2025Q1,GA0310001,HA,Y,,03/20/2025
2025Q1,GA0310002,MU,Y,,03/20/2025
2025Q1,GA0310213,MP,Y,,03/20/2025
2025Q1,GA0310214,MP,Y,,08/25/2008
2025Q1,GA0310217,SU,Y,11/22/2006,03/20/2025
2025Q1,GA0310248,SU,Y,11/22/2006,03/20/2025
2025Q1,GA0310262,SU,Y,11/22/2006,03/20/2025
2025Q1,GA0310218,IA,Y,,03/20/2025
2025Q1,GA0310241,SU,Y,02/13/2007,03/20/2025
2025Q1,GA0310247,SU,Y,08/22/2006,03/20/2025
2025Q1,GA0310252,SU,Y,05/28/2008,03/20/2025
2025Q1,GA0310272,RS,Y,05/28/2008,11/29/2010
2025Q1,GA0310267,SU,Y,05/26/2011,05/13/2016
2025Q1,GA0310273,SU,Y,05/26/2011,03/20/2025
2025Q1,GA0310282,RA,Y,05/26/2011,03/20/2025
2025Q1,GA0310295,RA,Y,11/15/2017,03/20/2025
2025Q1,GA0310296,OT,Y,11/15/2017,03/20/2025
2025Q1,GA0310297,RA,Y,11/15/2017,03/20/2025
2025Q1,GA0310298,OT,Y,11/15/2017,03/20/2025
2025Q1,GA0310306,RA,Y,08/16/2022,03/20/2025
2025Q1,GA0390046,OT,Y,,03/20/2025
2025Q1,GA0390047,MP,Y,,03/20/2025
2025Q1,GA0390048,OT,Y,,07/04/2001
2025Q1,GA0390050,SK,Y,,06/19/2019
2025Q1,GA0390052,SU,Y,08/29/2007,
2025Q1,GA0390053,SU,Y,,05/19/2009
2025Q1,GA0390054,PA,Y,,03/20/2025
2025Q1,GA0390056,RA,Y,08/29/2007,03/20/2025
2025Q1,GA0390059,SU,Y,08/22/2006,03/20/2025
2025Q1,GA0390066,SU,Y,06/20/2024,03/20/2025
2025Q1,GA0390068,RE,Y,11/15/2017,03/20/2025
2025Q1,GA0390069,RA,Y,12/20/2022,03/20/2025
2025Q1,GA0430000,MU,Y,,03/20/2025
2025Q1,GA0430001,MU,Y,,03/20/2025
2025Q1,GA0430003,MP,Y,,05/23/2002
2025Q1,GA0430005,OA,,,07/22/1995
2025Q1,GA0430012,OA,,,07/22/1995
2025Q1,GA0430014,OA,,,07/22/1995
2025Q1,GA0430015,IA,Y,,03/20/2025
2025Q1,GA0430024,SU,Y,,03/20/2025
2025Q1,GA0430026,SU,Y,08/29/2007,03/20/2025
2025Q1,GA0430027,OT,Y,,03/07/2003
2025Q1,GA0430028,SU,Y,03/13/2009,03/20/2025
2025Q1,GA0430029,SU,Y,11/15/2005,03/20/2025
2025Q1,GA0430031,SU,Y,12/10/2013,03/20/2025
2025Q1,GA0430032,OT,Y,05/26/2017,03/20/2025
2025Q1,GA0450000,MU,Y,,03/20/2025
2025Q1,GA0450001,MU,Y,,03/20/2025
2025Q1,GA0450002,MU,Y,,03/20/2025
2025Q1,GA0450003,MU,Y,,03/20/2025
2025Q1,GA0450004,MU,Y,,03/20/2025
2025Q1,GA0450005,MU,Y,,03/20/2025
2025Q1,GA0450006,MU,Y,,03/20/2025
2025Q1,GA0450007,MU,Y,,03/20/2025
2025Q1,GA0450008,SC,Y,,07/22/1995
2025Q1,GA0450011,PA,Y,,07/22/1995
2025Q1,GA0450012,RA,,,07/22/1995
2025Q1,GA0450013,MH,Y,,07/22/1995
2025Q1,GA0450016,MP,Y,,05/15/2004
2025Q1,GA0450017,SU,Y,,12/23/2003
2025Q1,GA0450019,MP,Y,,09/22/2004
2025Q1,GA0450020,SC,Y,,07/22/1995
2025Q1,GA0450021,SK,Y,,07/22/1995
2025Q1,GA0450027,PA,,,07/22/1995
2025Q1,GA0450028,SK,Y,,03/20/2025
2025Q1,GA0450031,RA,,,07/22/1995
2025Q1,GA0450032,MP,Y,,03/20/2025
2025Q1,GA0450039,RA,Y,,07/22/1995
2025Q1,GA0450045,MP,Y,,03/20/2025
2025Q1,GA0450046,RA,Y,,07/22/1995
2025Q1,GA0450049,IN,,,07/22/1995
2025Q1,GA0450051,HM,Y,,07/22/1995
2025Q1,GA0450069,RA,,,07/22/1995
2025Q1,GA0450072,HR,Y,,07/22/1995
2025Q1,GA0450078,OT,Y,,11/28/2000
2025Q1,GA0450079,RA,Y,,07/22/1995
2025Q1,GA0450081,MP,Y,,03/14/2002
2025Q1,GA0450083,SU,Y,,12/16/2016
2025Q1,GA0450084,PA,Y,,11/28/2000
2025Q1,GA0450085,HM,Y,,06/06/2012
2025Q1,GA0470000,RA,Y,,03/20/2025
2025Q1,GA0470001,MU,Y,,03/20/2025
2025Q1,GA0470002,MU,Y,,03/20/2025
2025Q1,GA0470004,RA,Y,,07/22/1995
2025Q1,GA0490000,MU,Y,,03/20/2025
2025Q1,GA0490001,SC,Y,,03/20/2025
2025Q1,GA0490003,PA,Y,,03/20/2025
2025Q1,GA0490004,PA,Y,,08/19/2014
2025Q1,GA0490005,PA,Y,,07/04/2001
2025Q1,GA0490007,IN,,,07/22/1995
2025Q1,GA0490008,PA,Y,,03/20/2025
2025Q1,GA0490012,PA,Y,,03/20/2025
2025Q1,GA0490014,OA,,,07/22/1995
2025Q1,GA0490017,MU,Y,,03/20/2025
2025Q1,GA0490018,IA,Y,,09/05/2001
2025Q1,GA0490020,RA,Y,03/13/2009,03/20/2025
2025Q1,GA0490022,RA,Y,02/28/2024,03/20/2025
2025Q1,GA0510000,MU,Y,,03/20/2025
2025Q1,GA0510001,MU,Y,,03/20/2025
2025Q1,GA0510002,MU,Y,,03/20/2025
2025Q1,GA0510003,MU,Y,,03/20/2025
2025Q1,GA0510004,MU,Y,,03/20/2025
2025Q1,GA0510005,MU,Y,,03/20/2025
2025Q1,GA0510006,MU,Y,,03/20/2025
2025Q1,GA0510007,SC,Y,,07/22/1995
2025Q1,GA0510008,SC,Y,,03/20/2025
2025Q1,GA0510009,OR,Y,,07/22/1995
2025Q1,GA0510010,IA,Y,,12/23/2003
2025Q1,GA0510011,SU,Y,,03/20/2025
2025Q1,GA0510012,SU,Y,,03/20/2025
2025Q1,GA0510014,MP,Y,,03/20/2025
2025Q1,GA0510015,MP,Y,,03/20/2025
2025Q1,GA0510016,MU,Y,,03/20/2025
2025Q1,GA0510017,MP,Y,,03/20/2025
2025Q1,GA0510018,RA,Y,,07/22/1995
2025Q1,GA0510019,MP,Y,,09/22/2004
2025Q1,GA0510020,MP,Y,,05/22/2001
2025Q1,GA0510021,SU,Y,,03/20/2025
2025Q1,GA0510022,MP,Y,,03/20/2025
2025Q1,GA0510023,SU,Y,,03/20/2025
2025Q1,GA0510024,SU,Y,,03/20/2025
2025Q1,GA0510025,SU,Y,,12/16/2016
2025Q1,GA0510026,MP,Y,,03/20/2025
2025Q1,GA0510027,SU,Y,,03/20/2025
2025Q1,GA0510028,SU,Y,,03/20/2025
2025Q1,GA0510029,RA,Y,,07/22/1995
2025Q1,GA0510030,SU,Y,,03/20/2025
2025Q1,GA0510031,MP,Y,,03/20/2025
2025Q1,GA0510032,RA,,,07/22/1995
2025Q1,GA0510033,SU,Y,,03/20/2025
2025Q1,GA0510034,SU,Y,,03/20/2025
2025Q1,GA0510035,MP,Y,,03/20/2025
2025Q1,GA0510036,SU,Y,,03/20/2025
2025Q1,GA0510038,SU,Y,,03/20/2025
2025Q1,GA0510040,SU,Y,,03/20/2025
2025Q1,GA0510041,SU,Y,,03/23/2005
2025Q1,GA0510042,MP,Y,,03/20/2025
2025Q1,GA0510043,RA,,,07/22/1995
2025Q1,GA0510044,SU,Y,,03/20/2025
2025Q1,GA0510045,RA,,,07/22/1995
2025Q1,GA0510046,SU,Y,,03/20/2025
2025Q1,GA0510047,MP,Y,,03/20/2025
2025Q1,GA0510048,MH,Y,,07/22/1995
2025Q1,GA0510049,MP,Y,,03/20/2025
2025Q1,GA0510050,SU,Y,,03/20/2025
2025Q1,GA0510051,MP,Y,,03/20/2025
2025Q1,GA0510052,SU,Y,,03/20/2025
2025Q1,GA0510053,RA,Y,,07/22/1995
2025Q1,GA0510054,SU,Y,,03/20/2025
2025Q1,GA0510055,MP,Y,,03/20/2025
2025Q1,GA0510056,SU,Y,,05/19/2009
2025Q1,GA0510057,RA,,,07/22/1995
2025Q1,GA0510058,RA,,,07/22/1995
2025Q1,GA0510060,SU,Y,,03/20/2025
2025Q1,GA0510062,PA,Y,,12/16/2016
2025Q1,GA0510063,IA,Y,,03/20/2025
2025Q1,GA0510064,IA,Y,,07/22/1995
2025Q1,GA0510065,IA,Y,,07/22/1995
2025Q1,GA0510067,IA,Y,,12/15/2020
2025Q1,GA0510068,IA,Y,,07/22/1995
2025Q1,GA0510070,IA,Y,,03/20/2025
2025Q1,GA0510073,PA,Y,,03/20/2025
2025Q1,GA0510074,SC,Y,,07/22/1995
2025Q1,GA0510075,IN,Y,,03/20/2025
2025Q1,GA0510077,IA,Y,,07/22/1995
2025Q1,GA0510079,MP,Y,,03/20/2025
2025Q1,GA0510080,MP,Y,,02/16/2010
2025Q1,GA0510081,MU,Y,,03/20/2025
2025Q1,GA0510083,MF,Y,,03/20/2025
2025Q1,GA0510085,SU,Y,,03/20/2025
2025Q1,GA0510087,PA,Y,,03/20/2025
2025Q1,GA0510088,PA,Y,,03/20/2025
2025Q1,GA0510089,MP,Y,,03/20/2025
2025Q1,GA0510091,SU,Y,,03/20/2025
2025Q1,GA0510092,HA,Y,,03/20/2025
2025Q1,GA0510094,SU,Y,,03/20/2025
2025Q1,GA0510095,SC,Y,,03/20/2025
2025Q1,GA0510096,RA,Y,,03/20/2025
2025Q1,GA0510097,RA,,,07/22/1995
2025Q1,GA0510098,MP,Y,,03/20/2025
2025Q1,GA0510099,RA,Y,,03/20/2025
2025Q1,GA0510100,OR,Y,,03/20/2025
2025Q1,GA0510102,MU,Y,,08/19/2000
2025Q1,GA0510103,MP,Y,,08/06/2020
2025Q1,GA0510104,SU,Y,,03/20/2025
2025Q1,GA0510106,MH,Y,,07/22/1995
2025Q1,GA0510107,OR,Y,,03/20/2025
2025Q1,GA0510108,RA,Y,,07/22/1995
2025Q1,GA0510109,RA,Y,,03/20/2025
2025Q1,GA0510110,MP,Y,,03/20/2025
2025Q1,GA0510111,MP,Y,,12/20/2022
2025Q1,GA0510112,MP,Y,,03/20/2025
2025Q1,GA0510113,MP,Y,,03/20/2025
2025Q1,GA0510114,SU,Y,,03/20/2025
2025Q1,GA0510115,HM,Y,,07/22/1995
2025Q1,GA0510116,SC,Y,,07/22/1995
2025Q1,GA0510117,SS,Y,,07/22/1995
2025Q1,GA0510121,SU,Y,,03/20/2025
2025Q1,GA0510122,RA,Y,,07/22/1995
2025Q1,GA0510123,SU,Y,,03/20/2025
2025Q1,GA0510124,SU,Y,,03/20/2025
2025Q1,GA0510126,MP,Y,,03/20/2025
2025Q1,GA0510127,RA,Y,,07/22/1995
2025Q1,GA0510128,RA,Y,,03/20/2025
2025Q1,GA0510129,RA,Y,,11/16/2007
2025Q1,GA0510130,OR,Y,,05/18/2006
2025Q1,GA0510131,RS,Y,,11/22/2006
2025Q1,GA0510133,RA,Y,,03/20/2025
2025Q1,GA0510134,OT,Y,,03/20/2025
2025Q1,GA0510136,MP,Y,,09/30/2005
2025Q1,GA0510137,SU,Y,,02/21/2018
2025Q1,GA0510138,MP,Y,,03/20/2025
2025Q1,GA0510139,SU,Y,,03/20/2025
2025Q1,GA0510141,MP,Y,,03/20/2025
2025Q1,GA0510142,HM,Y,,12/03/2008
2025Q1,GA0510143,HM,Y,,11/29/2010
2025Q1,GA0510144,MP,Y,,03/20/2025
2025Q1,GA0510145,SK,Y,,03/20/2025
2025Q1,GA0510151,RA,,,07/22/1995
2025Q1,GA0510154,SC,Y,,09/22/2004
2025Q1,GA0510155,IA,Y,,07/22/1995
2025Q1,GA0510157,SU,Y,,03/20/2025
2025Q1,GA0510158,RA,Y,,07/22/1995
2025Q1,GA0510162,IA,Y,,07/22/1995
2025Q1,GA0510163,MP,Y,,03/20/2025
2025Q1,GA0510164,RS,Y,,07/22/1995
2025Q1,GA0510168,HM,Y,,03/20/2025
2025Q1,GA0510170,PA,Y,,09/22/2004
2025Q1,GA0510171,IA,Y,,03/20/2025
2025Q1,GA0510172,SS,Y,,07/22/1995
2025Q1,GA0510176,RS,Y,,07/22/1995
2025Q1,GA0510177,RS,Y,,07/22/1995
2025Q1,GA0510179,RS,Y,,09/05/2001
2025Q1,GA0510180,IN,Y,,07/22/1995
2025Q1,GA0510182,IA,Y,,07/22/1995
2025Q1,GA0510183,IN,,,07/22/1995
2025Q1,GA0510185,HM,Y,,09/30/2005
2025Q1,GA0510186,DC,Y,,05/24/2003
2025Q1,GA0510187,IA,Y,,02/15/2001
2025Q1,GA0510188,IA,Y,,03/20/2025
2025Q1,GA0510189,RS,Y,,03/20/2025
2025Q1,GA0510190,IA,Y,,05/18/2006
2025Q1,GA0510194,SS,,,07/22/1995
2025Q1,GA0510195,IA,Y,,03/20/2025
2025Q1,GA0510196,SS,,,07/22/1995
2025Q1,GA0510198,RS,,,07/22/1995
2025Q1,GA0510201,OA,,,07/22/1995
2025Q1,GA0510202,RS,Y,,05/23/2002
2025Q1,GA0510204,RS,Y,,07/22/1995
2025Q1,GA0510205,RS,Y,,07/22/1995
2025Q1,GA0510206,HM,Y,,03/20/2025
2025Q1,GA0510207,HM,Y,,03/20/2025
2025Q1,GA0510208,DC,Y,,07/22/1995
2025Q1,GA0510210,HM,Y,,07/22/1995
2025Q1,GA0510211,RS,Y,,08/20/2009
2025Q1,GA0510213,RS,,,07/22/1995
2025Q1,GA0510214,SC,Y,,07/22/1995
2025Q1,GA0510215,RS,Y,,03/20/2025
2025Q1,GA0510216,PA,Y,,03/20/2025
2025Q1,GA0510217,RS,,,07/22/1995
2025Q1,GA0510218,OA,,,07/22/1995
2025Q1,GA0510220,IA,Y,,07/22/1995
2025Q1,GA0510221,HM,Y,,09/30/2005
2025Q1,GA0510222,HM,Y,,11/16/2007
2025Q1,GA0510223,MP,Y,,03/20/2025
2025Q1,GA0510224,PA,Y,,03/20/2025
2025Q1,GA0510225,PA,Y,,03/20/2025
2025Q1,GA0510226,ON,Y,,08/19/2000
2025Q1,GA0510229,MU,Y,,03/20/2025
2025Q1,GA0510230,SK,Y,,08/25/2008
2025Q1,GA0510231,PA,Y,,03/20/2025
2025Q1,GA0510232,PA,Y,,03/20/2025
2025Q1,GA0510233,OA,,,07/22/1995
2025Q1,GA0510234,PA,Y,,11/15/2005
2025Q1,GA0510235,MP,Y,,03/20/2025
2025Q1,GA0510236,HR,Y,,03/20/2025
2025Q1,GA0510238,IA,Y,,11/15/2017
2025Q1,GA0510239,OR,Y,,11/18/2015
2025Q1,GA0510240,PA,Y,,03/20/2025
2025Q1,GA0510241,SS,Y,,08/15/2013
2025Q1,GA0510243,SC,Y,,09/30/2005
2025Q1,GA0510244,SS,Y,,03/07/2003
2025Q1,GA0510245,MF,Y,,07/22/1995
2025Q1,GA0510246,RS,Y,,07/22/1995
2025Q1,GA0510249,SU,Y,,03/20/2025
2025Q1,GA0510250,MU,Y,,03/20/2025
2025Q1,GA0510251,OT,Y,,03/20/2025
2025Q1,GA0510252,RS,Y,,07/22/1995
2025Q1,GA0510253,SU,Y,,03/20/2025
2025Q1,GA0510254,RA,Y,,07/22/1995
2025Q1,GA0510255,ON,Y,,03/20/2025
2025Q1,GA0510258,IA,Y,,03/20/2025
2025Q1,GA0510259,MU,Y,,03/20/2025
2025Q1,GA0510260,SS,Y,,03/20/2025
2025Q1,GA0510261,SS,Y,,07/22/1995
2025Q1,GA0510262,ON,Y,,12/03/2008
2025Q1,GA0510265,PA,Y,,03/20/2025
2025Q1,GA0510266,MP,Y,,03/20/2025
2025Q1,GA0510267,SU,Y,,03/20/2025
2025Q1,GA0510268,ON,Y,,07/22/1995
2025Q1,GA0510269,MH,Y,,07/22/1995
2025Q1,GA0510271,SC,Y,,03/20/2025
2025Q1,GA0510272,RS,Y,,02/06/1996
2025Q1,GA0510273,RS,Y,,03/20/2025
2025Q1,GA0510275,MP,Y,,03/20/2025
2025Q1,GA0510276,IA,Y,,09/30/2005
2025Q1,GA0510277,PA,Y,,03/20/2025
2025Q1,GA0510278,SU,Y,08/19/2009,03/20/2025
2025Q1,GA0510280,OT,Y,08/18/2011,03/20/2025
2025Q1,GA0510281,SC,Y,08/27/2010,03/20/2025
2025Q1,GA0510283,SS,Y,12/10/2013,03/20/2025
2025Q1,GA0510285,IA,Y,03/28/2023,03/20/2025
2025Q1,GA0510286,IA,Y,11/28/2023,03/20/2025
2025Q1,GA0530000,MU,Y,,09/30/2005
2025Q1,GA0530001,RA,,,07/22/1995
2025Q1,GA0530002,RA,Y,,03/20/2025
2025Q1,GA0530003,PA,Y,,07/22/1995
2025Q1,GA0530004,OT,Y,,03/20/2025
2025Q1,GA0530005,OT,Y,,03/20/2025
2025Q1,GA0530007,OT,Y,,03/20/2025
2025Q1,GA0530009,OR,Y,,03/20/2025
2025Q1,GA0530010,OT,Y,05/16/2014,03/20/2025
2025Q1,GA0530011,PA,Y,02/24/2014,08/16/2018
2025Q1,GA0530012,OT,Y,11/15/2012,03/20/2025
2025Q1,GA0530013,OT,Y,08/19/2014,03/20/2025
2025Q1,GA0530014,OT,Y,09/27/2023,03/20/2025
2025Q1,GA0550000,RA,Y,,03/20/2025
2025Q1,GA0550001,MU,Y,,03/20/2025
2025Q1,GA0550002,MU,Y,,03/20/2025
2025Q1,GA0550003,MU,Y,,03/20/2025
2025Q1,GA0550004,PA,Y,,07/22/1995
2025Q1,GA0550005,HA,Y,,05/19/2015
2025Q1,GA0550006,WH,Y,,03/20/2025
2025Q1,GA0550008,PA,Y,,07/22/1995
2025Q1,GA0550009,PA,Y,,07/22/1995
2025Q1,GA0550012,PA,Y,,07/22/1995
2025Q1,GA0550015,SK,Y,,03/20/2025
2025Q1,GA0550016,PA,,,07/22/1995
2025Q1,GA0550017,RA,,,07/22/1995
2025Q1,GA0550019,HM,,,07/22/1995
2025Q1,GA0550021,OA,,,07/22/1995
2025Q1,GA0550043,DC,Y,,07/22/1995
2025Q1,GA0550048,RS,Y,,07/22/1995
2025Q1,GA0550049,MU,Y,,03/20/2025
2025Q1,GA0550050,RS,Y,,07/22/1995
2025Q1,GA0550051,RS,Y,,02/18/2011
2025Q1,GA0550052,RS,Y,,09/30/2005
2025Q1,GA0550053,RA,Y,08/27/2010,02/24/2015
2025Q1,GA0570000,MU,Y,,03/20/2025
2025Q1,GA0570001,MU,Y,,03/20/2025
2025Q1,GA0570002,MU,Y,,03/20/2025
2025Q1,GA0570003,MU,Y,,03/20/2025
2025Q1,GA0570006,SU,Y,,03/20/2025
2025Q1,GA0570007,MP,Y,,08/06/2020
2025Q1,GA0570009,MH,Y,,07/22/1995
2025Q1,GA0570010,PA,,,07/22/1995
2025Q1,GA0570011,OA,,,07/22/1995
2025Q1,GA0570012,OA,,,07/22/1995
2025Q1,GA0570014,MH,Y,,07/22/1995
2025Q1,GA0570015,MP,Y,,09/22/2004
2025Q1,GA0570017,PA,Y,,03/20/2025
2025Q1,GA0570020,MU,Y,,05/15/2004
2025Q1,GA0570022,MH,Y,,07/22/1995
2025Q1,GA0570023,SU,Y,,03/20/2025
2025Q1,GA0570024,MU,Y,,03/20/2025
2025Q1,GA0570025,MP,Y,,09/22/2004
2025Q1,GA0570026,MP,Y,,12/16/2016
2025Q1,GA0570027,OA,,,07/22/1995
2025Q1,GA0570036,MH,Y,,07/22/1995
2025Q1,GA0570038,MH,Y,,07/22/1995
2025Q1,GA0570039,RA,,,07/22/1995
2025Q1,GA0570048,PA,Y,,03/20/2025
2025Q1,GA0570056,MP,Y,,08/19/2000
2025Q1,GA0570057,MP,Y,,09/30/2005
2025Q1,GA0570058,OA,,,07/22/1995
2025Q1,GA0570059,OA,,,07/22/1995
2025Q1,GA0570060,RS,,,07/22/1995
2025Q1,GA0570061,RS,,,07/22/1995
2025Q1,GA0570064,PA,Y,,07/22/1995
2025Q1,GA0570065,PA,Y,,07/22/1995
2025Q1,GA0570067,OA,,,07/22/1995
2025Q1,GA0570070,PA,Y,,11/15/2017
2025Q1,GA0570071,RS,Y,,07/22/1995
2025Q1,GA0570072,MH,Y,,07/22/1995
2025Q1,GA0570073,MP,Y,,01/19/2002
2025Q1,GA0570074,RS,Y,,09/22/2004
2025Q1,GA0570075,RA,Y,,03/20/2025
2025Q1,GA0570076,OT,Y,05/26/2017,12/21/2023
2025Q1,GA0590000,MU,Y,,03/20/2025
2025Q1,GA0590001,SC,Y,,09/30/2005
2025Q1,GA0590003,MP,Y,,03/20/2025
2025Q1,GA0590004,MP,Y,,03/20/2025
2025Q1,GA0590005,MH,Y,,07/22/1995
2025Q1,GA0590006,MH,Y,,07/22/1995
2025Q1,GA0590007,SU,Y,,03/20/2025
2025Q1,GA0590009,MP,Y,,03/20/2025
2025Q1,GA0590010,MH,Y,,07/22/1995
2025Q1,GA0590013,MP,Y,,03/20/2025
2025Q1,GA0590014,MP,Y,,11/19/2002
2025Q1,GA0590016,MH,Y,,07/22/1995
2025Q1,GA0590017,SU,Y,,09/30/2005
2025Q1,GA0590018,MP,Y,,03/13/2009
2025Q1,GA0590019,RA,Y,,07/22/1995
2025Q1,GA0590020,SU,Y,,03/20/2025
2025Q1,GA0590023,MP,Y,,03/09/2004
2025Q1,GA0590024,MP,Y,,03/23/2005
2025Q1,GA0590027,MH,Y,,07/22/1995
2025Q1,GA0590028,RA,,,07/22/1995
2025Q1,GA0590029,MH,Y,,07/22/1995
2025Q1,GA0590030,RA,,,07/22/1995
2025Q1,GA0590031,RA,,,07/22/1995
2025Q1,GA0590041,RS,,,07/22/1995
2025Q1,GA0590042,RS,,,07/22/1995
2025Q1,GA0590043,HM,,,07/22/1995
2025Q1,GA0590044,SS,,,07/22/1995
2025Q1,GA0590053,RS,,,07/22/1995
2025Q1,GA0590054,MP,Y,,03/20/2025
2025Q1,GA0590055,SU,Y,,03/20/2025
2025Q1,GA0590060,IA,Y,,07/22/1995
2025Q1,GA0590063,SU,Y,,09/22/2004
2025Q1,GA0590066,MH,Y,,07/22/1995
2025Q1,GA0590069,RS,Y,,07/22/1995
2025Q1,GA0590070,SU,Y,,03/20/2025
2025Q1,GA0590071,SU,Y,,03/20/2025
